$n_0$,$n_1$,$n_2$,$n_3$,$n_4$,N,k,params_label
510.0,0.0,62423.0,56718.0,0.0,119949.0,4,s12/mu10minus5
1713.0,1838.0,75793.0,20023.0,2.0,104848.0,4,s12/mu10minus5
2148.0,5794.0,10040.0,78598.0,0.0,96580.0,4,s12/mu10minus5
2349.0,1707.0,616.0,102172.0,2.0,108170.0,4,s12/mu10minus5
25.0,0.0,89024.0,20411.0,2.0,111344.0,4,s12/mu10minus5
3852.0,4755.0,52067.0,8275.0,3.0,94384.0,4,s12/mu10minus5
3578.0,5847.0,85540.0,613.0,3.0,102076.0,4,s12/mu10minus5
626.0,347.0,86436.0,8967.0,3.0,103385.0,4,s12/mu10minus5
2632.0,4704.0,15361.0,78365.0,3.0,101065.0,4,s12/mu10minus5
980.0,1145.0,58063.0,45922.0,4.0,108960.0,4,s12/mu10minus5
0.0,0.0,80596.0,19468.0,3.0,100067.0,4,s12/mu10minus5
96.0,54.0,57764.0,52954.0,2.0,110945.0,4,s12/mu10minus5
81.0,168.0,54235.0,59625.0,2.0,114351.0,4,s12/mu10minus5
0.0,12.0,95053.0,16349.0,2.0,111516.0,4,s12/mu10minus5
164.0,853.0,12135.0,69821.0,2.0,84880.0,4,s12/mu10minus5
0.0,0.0,47321.0,56530.0,4.0,104565.0,4,s12/mu10minus5
0.0,0.0,37637.0,51376.0,2.0,107419.0,4,s12/mu10minus5
4.0,0.0,20970.0,84772.0,2.0,107115.0,4,s12/mu10minus5
9.0,0.0,92845.0,4153.0,3.0,97010.0,4,s12/mu10minus5
7.0,51.0,80699.0,24475.0,3.0,105870.0,4,s12/mu10minus5
41.0,777.0,102168.0,7405.0,2.0,110884.0,4,s12/mu10minus5
8303.0,2079.0,33828.0,65054.0,2.0,109330.0,4,s12/mu10minus5
7182.0,2660.0,83236.0,9401.0,1.0,103606.0,4,s12/mu10minus5
49788.0,30526.0,13262.0,3717.0,2.0,97306.0,4,s12/mu10minus5
165.0,42.0,79682.0,17891.0,5.0,106490.0,4,s12/mu10minus5
61.0,302.0,88272.0,5622.0,2.0,94430.0,4,s12/mu10minus5
0.0,0.0,8442.0,74332.0,2.0,86437.0,4,s12/mu10minus5
0.0,9.0,104442.0,607.0,0.0,105074.0,4,s12/mu10minus5
95.0,69.0,84966.0,5183.0,3.0,90473.0,4,s12/mu10minus5
205.0,383.0,86301.0,11994.0,3.0,99583.0,4,s12/mu10minus5
103.0,221.0,66871.0,39396.0,3.0,106741.0,4,s12/mu10minus5
0.0,0.0,79572.0,12291.0,5.0,97938.0,4,s12/mu10minus5
318.0,0.0,106320.0,936.0,4.0,107669.0,4,s12/mu10minus5
3673.0,850.0,63753.0,29882.0,0.0,98455.0,4,s12/mu10minus5
950.0,1465.0,34896.0,75945.0,2.0,113258.0,4,s12/mu10minus5
301.0,2.0,98420.0,4264.0,2.0,102998.0,4,s12/mu10minus5
190.0,635.0,61656.0,27125.0,2.0,89655.0,4,s12/mu10minus5
2041.0,2731.0,92876.0,1517.0,3.0,99172.0,4,s12/mu10minus5
2.0,12.0,70562.0,21939.0,3.0,92518.0,4,s12/mu10minus5
179.0,12.0,101770.0,3740.0,2.0,105750.0,4,s12/mu10minus5
53084.0,42177.0,4234.0,4763.0,4.0,105776.0,4,s12/mu10minus5
92.0,84.0,66214.0,27921.0,2.0,96338.0,4,s12/mu10minus5
40.0,295.0,26016.0,63008.0,3.0,90081.0,4,s12/mu10minus5
0.0,0.0,31289.0,70783.0,1.0,105018.0,4,s12/mu10minus5
41008.0,26532.0,17565.0,28703.0,2.0,117509.0,4,s12/mu10minus5
1750.0,640.0,10629.0,94145.0,2.0,107166.0,4,s12/mu10minus5
5036.0,39089.0,47521.0,14135.0,2.0,106184.0,4,s12/mu10minus5
0.0,0.0,29344.0,34733.0,2.0,85653.0,4,s12/mu10minus5
1064.0,633.0,85547.0,5839.0,2.0,99475.0,4,s12/mu10minus5
2016.0,17434.0,61455.0,32546.0,3.0,114044.0,4,s12/mu10minus5
0.0,513.0,79730.0,14264.0,2.0,94708.0,4,s12/mu10minus5
22.0,90.0,84336.0,19820.0,3.0,104275.0,4,s12/mu10minus5
38.0,197.0,40699.0,47327.0,2.0,97666.0,4,s12/mu10minus5
1.0,35.0,54597.0,52459.0,3.0,107098.0,4,s12/mu10minus5
0.0,0.0,54078.0,36921.0,0.0,107938.0,4,s12/mu10minus5
0.0,0.0,56366.0,43612.0,2.0,99980.0,4,s12/mu10minus5
740.0,61.0,41815.0,66134.0,2.0,109997.0,4,s12/mu10minus5
503.0,656.0,96267.0,1311.0,2.0,98739.0,4,s12/mu10minus5
6339.0,3860.0,84861.0,12586.0,2.0,109206.0,4,s12/mu10minus5
179.0,180.0,82394.0,29904.0,2.0,112985.0,4,s12/mu10minus5
27.0,77.0,84540.0,4385.0,2.0,89458.0,4,s12/mu10minus5
129.0,1055.0,86778.0,22144.0,2.0,110193.0,4,s12/mu10minus5
2.0,0.0,14645.0,82410.0,2.0,97060.0,4,s12/mu10minus5
1810.0,3778.0,91682.0,6330.0,2.0,103602.0,4,s12/mu10minus5
0.0,0.0,47908.0,55755.0,3.0,108441.0,4,s12/mu10minus5
13.0,45.0,34972.0,37657.0,1.0,116462.0,4,s12/mu10minus5
0.0,0.0,61780.0,59880.0,3.0,121669.0,4,s12/mu10minus5
621.0,1895.0,85773.0,14255.0,3.0,103622.0,4,s12/mu10minus5
7029.0,39273.0,45154.0,1673.0,0.0,94647.0,4,s12/mu10minus5
13478.0,67342.0,9421.0,6257.0,3.0,99150.0,4,s12/mu10minus5
261.0,644.0,98283.0,2716.0,3.0,102107.0,4,s12/mu10minus5
78.0,530.0,37174.0,66819.0,2.0,105000.0,4,s12/mu10minus5
228.0,254.0,75864.0,25109.0,0.0,101456.0,4,s12/mu10minus5
0.0,0.0,104454.0,10101.0,2.0,114673.0,4,s12/mu10minus5
11.0,51.0,72691.0,7689.0,2.0,84720.0,4,s12/mu10minus5
12181.0,2327.0,42200.0,37032.0,2.0,94185.0,4,s12/mu10minus5
4179.0,3265.0,78879.0,15792.0,2.0,102417.0,4,s12/mu10minus5
1487.0,1790.0,63466.0,28139.0,2.0,95668.0,4,s12/mu10minus5
1118.0,1002.0,76782.0,21649.0,2.0,100601.0,4,s12/mu10minus5
13716.0,5723.0,64160.0,7872.0,0.0,92385.0,4,s12/mu10minus5
1.0,0.0,68026.0,24606.0,2.0,94206.0,4,s12/mu10minus5
6811.0,76813.0,9869.0,1783.0,2.0,99267.0,4,s12/mu10minus5
4.0,0.0,112390.0,12813.0,2.0,126192.0,4,s12/mu10minus5
646.0,831.0,59271.0,33253.0,2.0,96114.0,4,s12/mu10minus5
66.0,480.0,98597.0,6934.0,1.0,106108.0,4,s12/mu10minus5
16.0,0.0,30629.0,68466.0,2.0,99152.0,4,s12/mu10minus5
18.0,532.0,1222.0,71080.0,2.0,98604.0,4,s12/mu10minus5
327.0,1050.0,65814.0,24497.0,3.0,91766.0,4,s12/mu10minus5
0.0,0.0,95713.0,6016.0,2.0,102046.0,4,s12/mu10minus5
0.0,31.0,61624.0,31321.0,2.0,93495.0,4,s12/mu10minus5
104.0,85.0,64487.0,36007.0,2.0,104812.0,4,s12/mu10minus5
15.0,15.0,49732.0,29566.0,1.0,109597.0,4,s12/mu10minus5
0.0,12.0,75688.0,19259.0,3.0,95237.0,4,s12/mu10minus5
1189.0,916.0,91554.0,5267.0,4.0,98930.0,4,s12/mu10minus5
1067.0,1966.0,70558.0,39709.0,2.0,113349.0,4,s12/mu10minus5
31.0,0.0,79392.0,15029.0,2.0,94459.0,4,s12/mu10minus5
4.0,10.0,64176.0,46044.0,4.0,112385.0,4,s12/mu10minus5
0.0,0.0,113180.0,5059.0,2.0,118374.0,4,s12/mu10minus5
20.0,0.0,38462.0,73511.0,3.0,111996.0,4,s12/mu10minus5
22.0,119.0,42721.0,63306.0,3.0,106249.0,4,s12/mu10minus5
23.0,86.0,47200.0,43804.0,2.0,98657.0,4,s12/mu10minus5
0.0,0.0,72976.0,32414.0,3.0,105408.0,4,s12/mu10minus5
972.0,8217.0,78857.0,1704.0,6.0,99061.0,4,s12/mu10minus5
0.0,31.0,42470.0,59139.0,3.0,101643.0,4,s12/mu10minus5
0.0,109.0,50878.0,41966.0,3.0,92956.0,4,s12/mu10minus5
47.0,645.0,82918.0,10270.0,2.0,98707.0,4,s12/mu10minus5
454.0,0.0,99399.0,2883.0,3.0,103073.0,4,s12/mu10minus5
463.0,70.0,76388.0,13355.0,2.0,90746.0,4,s12/mu10minus5
7001.0,31439.0,60400.0,4442.0,4.0,103921.0,4,s12/mu10minus5
267.0,327.0,57872.0,46436.0,2.0,107602.0,4,s12/mu10minus5
15.0,94.0,90269.0,8714.0,3.0,99250.0,4,s12/mu10minus5
268.0,3553.0,1977.0,94062.0,2.0,106351.0,4,s12/mu10minus5
9.0,275.0,79430.0,15458.0,3.0,95243.0,4,s12/mu10minus5
48.0,336.0,94022.0,14336.0,4.0,108746.0,4,s12/mu10minus5
0.0,132.0,93425.0,6344.0,2.0,99915.0,4,s12/mu10minus5
209.0,4266.0,89319.0,13025.0,2.0,107538.0,4,s12/mu10minus5
952.0,87.0,53031.0,50171.0,3.0,104567.0,4,s12/mu10minus5
1018.0,1654.0,81904.0,18340.0,2.0,103239.0,4,s12/mu10minus5
16573.0,1849.0,15743.0,68537.0,2.0,102704.0,4,s12/mu10minus5
511.0,315.0,71777.0,22150.0,2.0,95103.0,4,s12/mu10minus5
182.0,2986.0,57709.0,42633.0,3.0,106679.0,4,s12/mu10minus5
661.0,6019.0,49553.0,46860.0,2.0,103762.0,4,s12/mu10minus5
346.0,1558.0,90149.0,6509.0,3.0,98599.0,4,s12/mu10minus5
3774.0,6503.0,26278.0,39243.0,2.0,104554.0,4,s12/mu10minus5
58.0,0.0,27275.0,77053.0,2.0,104388.0,4,s12/mu10minus5
1551.0,6124.0,50073.0,43730.0,2.0,101482.0,4,s12/mu10minus5
405.0,0.0,63948.0,50268.0,3.0,118894.0,4,s12/mu10minus5
54.0,123.0,48272.0,71641.0,3.0,122285.0,4,s12/mu10minus5
15.0,138.0,100386.0,1173.0,2.0,101714.0,4,s12/mu10minus5
241.0,379.0,56925.0,50167.0,1.0,107771.0,4,s12/mu10minus5
9999.0,3169.0,18289.0,50198.0,2.0,100602.0,4,s12/mu10minus5
0.0,0.0,26531.0,63465.0,2.0,94560.0,4,s12/mu10minus5
4216.0,4430.0,78982.0,23443.0,2.0,113398.0,4,s12/mu10minus5
90.0,1315.0,79288.0,17891.0,3.0,98627.0,4,s12/mu10minus5
62.0,89.0,36732.0,53605.0,2.0,91419.0,4,s12/mu10minus5
1058.0,115.0,66529.0,18165.0,2.0,97910.0,4,s12/mu10minus5
340.0,894.0,61412.0,37195.0,2.0,101712.0,4,s12/mu10minus5
1983.0,7673.0,80275.0,5638.0,2.0,100592.0,4,s12/mu10minus5
128.0,121.0,65230.0,21979.0,0.0,98125.0,4,s12/mu10minus5
0.0,0.0,8322.0,100290.0,2.0,113945.0,4,s12/mu10minus5
0.0,49.0,77503.0,28098.0,2.0,106380.0,4,s12/mu10minus5
58.0,49.0,25217.0,83308.0,2.0,108634.0,4,s12/mu10minus5
61.0,871.0,59312.0,49759.0,2.0,113276.0,4,s12/mu10minus5
2231.0,1708.0,101019.0,4254.0,3.0,109218.0,4,s12/mu10minus5
0.0,0.0,60295.0,26240.0,0.0,100541.0,4,s12/mu10minus5
28121.0,18616.0,15482.0,31764.0,2.0,94078.0,4,s12/mu10minus5
260.0,588.0,19736.0,65054.0,2.0,86149.0,4,s12/mu10minus5
10.0,39.0,72121.0,28002.0,2.0,100248.0,4,s12/mu10minus5
12198.0,32672.0,62245.0,268.0,2.0,113600.0,4,s12/mu10minus5
0.0,0.0,59953.0,29627.0,0.0,89594.0,4,s12/mu10minus5
4.0,58.0,80338.0,26417.0,2.0,107070.0,4,s12/mu10minus5
1805.0,3816.0,75499.0,11165.0,2.0,92699.0,4,s12/mu10minus5
7665.0,1134.0,93697.0,609.0,2.0,103784.0,4,s12/mu10minus5
1876.0,231.0,90065.0,8138.0,2.0,100344.0,4,s12/mu10minus5
1.0,0.0,54064.0,20553.0,3.0,89865.0,4,s12/mu10minus5
0.0,0.0,35695.0,71242.0,2.0,114721.0,4,s12/mu10minus5
4547.0,20154.0,21510.0,70740.0,3.0,118065.0,4,s12/mu10minus5
206.0,3.0,52622.0,29027.0,2.0,81891.0,4,s12/mu10minus5
120.0,35.0,23593.0,4772.0,3.0,105174.0,4,s12/mu10minus5
6190.0,10405.0,77744.0,2934.0,2.0,97395.0,4,s12/mu10minus5
0.0,0.0,80892.0,9536.0,2.0,90430.0,4,s12/mu10minus5
0.0,29.0,90706.0,23537.0,2.0,114534.0,4,s12/mu10minus5
63.0,356.0,1115.0,104566.0,2.0,106128.0,4,s12/mu10minus5
197.0,332.0,56122.0,8085.0,2.0,112713.0,4,s12/mu10minus5
19947.0,43128.0,18390.0,4903.0,2.0,105551.0,4,s12/mu10minus5
93.0,0.0,102894.0,7686.0,2.0,111597.0,4,s12/mu10minus5
58.0,114.0,59931.0,3752.0,2.0,96148.0,4,s12/mu10minus5
31320.0,3999.0,47984.0,23680.0,4.0,106987.0,4,s12/mu10minus5
127.0,182.0,97472.0,6829.0,2.0,107301.0,4,s12/mu10minus5
50276.0,5856.0,32054.0,6668.0,3.0,95479.0,4,s12/mu10minus5
0.0,0.0,85397.0,5428.0,2.0,90867.0,4,s12/mu10minus5
0.0,0.0,28991.0,53651.0,2.0,84307.0,4,s12/mu10minus5
832.0,66.0,89585.0,1407.0,4.0,93115.0,4,s12/mu10minus5
323.0,1053.0,86781.0,21728.0,2.0,111677.0,4,s12/mu10minus5
152.0,13.0,86535.0,24072.0,2.0,110774.0,4,s12/mu10minus5
4811.0,9538.0,76890.0,12543.0,0.0,103874.0,4,s12/mu10minus5
142.0,1323.0,104121.0,287.0,2.0,105928.0,4,s12/mu10minus5
13736.0,723.0,65227.0,28021.0,0.0,110154.0,4,s12/mu10minus5
95.0,1764.0,102756.0,1544.0,0.0,106656.0,4,s12/mu10minus5
24.0,641.0,106824.0,3291.0,2.0,111025.0,4,s12/mu10minus5
144.0,300.0,34902.0,56726.0,2.0,92588.0,4,s12/mu10minus5
8.0,89.0,28757.0,86559.0,5.0,115422.0,4,s12/mu10minus5
0.0,10.0,88620.0,11172.0,4.0,99806.0,4,s12/mu10minus5
20.0,166.0,74697.0,18974.0,1.0,93862.0,4,s12/mu10minus5
0.0,72.0,90666.0,25810.0,2.0,116873.0,4,s12/mu10minus5
649.0,789.0,48177.0,28229.0,0.0,106285.0,4,s12/mu10minus5
30200.0,32582.0,8637.0,45591.0,2.0,123728.0,4,s12/mu10minus5
6326.0,6175.0,20074.0,52809.0,2.0,90130.0,4,s12/mu10minus5
30.0,60.0,62793.0,42625.0,2.0,105545.0,4,s12/mu10minus5
4849.0,6894.0,47088.0,45834.0,4.0,104669.0,4,s12/mu10minus5
0.0,34.0,85327.0,9303.0,2.0,95070.0,4,s12/mu10minus5
3887.0,17633.0,35560.0,41483.0,2.0,98565.0,4,s12/mu10minus5
13.0,133.0,37928.0,67601.0,2.0,105677.0,4,s12/mu10minus5
36.0,83.0,100987.0,12470.0,2.0,114367.0,4,s12/mu10minus5
127.0,42.0,79845.0,23922.0,3.0,111223.0,4,s12/mu10minus5
26.0,4.0,89808.0,9664.0,2.0,101713.0,4,s12/mu10minus5
5.0,16.0,61493.0,38550.0,2.0,100225.0,4,s12/mu10minus5
1323.0,731.0,46722.0,45955.0,2.0,95292.0,4,s12/mu10minus5
0.0,0.0,88712.0,8687.0,2.0,98327.0,4,s12/mu10minus5
253.0,285.0,64419.0,48589.0,0.0,113556.0,4,s12/mu10minus5
233.0,128.0,62660.0,11942.0,0.0,96776.0,4,s12/mu10minus5
0.0,0.0,56051.0,47820.0,1.0,103873.0,4,s12/mu10minus5
33884.0,9383.0,11129.0,17669.0,2.0,99660.0,4,s12/mu10minus5
9.0,0.0,82539.0,2125.0,4.0,88805.0,4,s12/mu10minus5
2.0,224.0,35736.0,51433.0,2.0,90758.0,4,s12/mu10minus5
8.0,0.0,83059.0,9327.0,2.0,92396.0,4,s12/mu10minus5
10.0,2.0,92313.0,1223.0,1.0,106655.0,4,s12/mu10minus5
78432.0,487.0,10422.0,324.0,3.0,99861.0,4,s12/mu10minus5
10087.0,31986.0,4423.0,49609.0,4.0,97236.0,4,s12/mu10minus5
380.0,2053.0,113006.0,2507.0,2.0,118715.0,4,s12/mu10minus5
0.0,0.0,71984.0,34795.0,1.0,107671.0,4,s12/mu10minus5
137.0,698.0,71155.0,39194.0,2.0,113802.0,4,s12/mu10minus5
0.0,0.0,15362.0,78799.0,3.0,103356.0,4,s12/mu10minus5
1989.0,6576.0,73847.0,15886.0,1.0,100409.0,4,s12/mu10minus5
3729.0,18542.0,41255.0,34702.0,0.0,100611.0,4,s12/mu10minus5
524.0,1147.0,46072.0,47878.0,2.0,95637.0,4,s12/mu10minus5
12.0,31.0,13360.0,91437.0,2.0,104997.0,4,s12/mu10minus5
983.0,313.0,50620.0,50674.0,2.0,102601.0,4,s12/mu10minus5
0.0,0.0,24335.0,75970.0,2.0,100497.0,4,s12/mu10minus5
276.0,204.0,77629.0,21212.0,2.0,99323.0,4,s12/mu10minus5
30838.0,3070.0,25849.0,29256.0,2.0,99581.0,4,s12/mu10minus5
0.0,0.0,49966.0,56413.0,3.0,118252.0,4,s12/mu10minus5
259.0,302.0,76036.0,25169.0,0.0,102465.0,4,s12/mu10minus5
11.0,34.0,44212.0,74223.0,2.0,118514.0,4,s12/mu10minus5
4979.0,4365.0,67215.0,7901.0,0.0,87435.0,4,s12/mu10minus5
0.0,0.0,45536.0,62220.0,2.0,107758.0,4,s12/mu10minus5
593.0,2166.0,32537.0,64289.0,2.0,110855.0,4,s12/mu10minus5
256.0,192.0,54363.0,57821.0,2.0,113375.0,4,s12/mu10minus5
0.0,0.0,16715.0,85040.0,3.0,117560.0,4,s12/mu10minus5
34477.0,60122.0,11943.0,1536.0,2.0,108081.0,4,s12/mu10minus5
2.0,1.0,87398.0,11508.0,2.0,98932.0,4,s12/mu10minus5
2315.0,5364.0,69521.0,33152.0,3.0,110355.0,4,s12/mu10minus5
738.0,4218.0,61444.0,30536.0,3.0,96939.0,4,s12/mu10minus5
878.0,2871.0,91910.0,1077.0,2.0,96738.0,4,s12/mu10minus5
8463.0,13714.0,65397.0,8715.0,2.0,107159.0,4,s12/mu10minus5
0.0,0.0,47885.0,50605.0,2.0,100393.0,4,s12/mu10minus5
0.0,0.0,5238.0,81282.0,2.0,106264.0,4,s12/mu10minus5
4453.0,22398.0,10339.0,10662.0,2.0,91116.0,4,s12/mu10minus5
0.0,83.0,88771.0,10322.0,3.0,99246.0,4,s12/mu10minus5
10.0,23.0,57565.0,44375.0,2.0,101975.0,4,s12/mu10minus5
11930.0,557.0,100196.0,4618.0,0.0,119396.0,4,s12/mu10minus5
0.0,14.0,87333.0,25117.0,2.0,112502.0,4,s12/mu10minus5
0.0,0.0,63018.0,20278.0,2.0,128043.0,4,s12/mu10minus5
517.0,1115.0,68794.0,30672.0,5.0,101211.0,4,s12/mu10minus5
10.0,72.0,76591.0,23483.0,2.0,102678.0,4,s12/mu10minus5
6164.0,33770.0,41758.0,2399.0,2.0,92670.0,4,s12/mu10minus5
1107.0,19337.0,75334.0,645.0,3.0,96426.0,4,s12/mu10minus5
93.0,78.0,49544.0,32689.0,5.0,86905.0,4,s12/mu10minus5
1176.0,6711.0,85212.0,3147.0,2.0,96452.0,4,s12/mu10minus5
2.0,0.0,82520.0,21850.0,3.0,116115.0,4,s12/mu10minus5
125.0,1118.0,90102.0,5611.0,0.0,99702.0,4,s12/mu10minus5
6474.0,744.0,32553.0,60148.0,1.0,100309.0,4,s12/mu10minus5
2564.0,601.0,70835.0,20549.0,2.0,95141.0,4,s12/mu10minus5
208.0,229.0,65847.0,20106.0,2.0,86392.0,4,s12/mu10minus5
2447.0,4029.0,105249.0,1963.0,2.0,113690.0,4,s12/mu10minus5
288.0,145.0,89836.0,12187.0,0.0,102456.0,4,s12/mu10minus5
6864.0,24072.0,12318.0,48408.0,3.0,94957.0,4,s12/mu10minus5
55.0,11.0,66805.0,22913.0,2.0,90778.0,4,s12/mu10minus5
701.0,9887.0,79482.0,4516.0,2.0,95037.0,4,s12/mu10minus5
80.0,146.0,48461.0,42842.0,3.0,93105.0,4,s12/mu10minus5
121.0,93.0,26006.0,85560.0,2.0,112090.0,4,s12/mu10minus5
3767.0,1538.0,57421.0,37234.0,4.0,99965.0,4,s12/mu10minus5
899.0,2651.0,91753.0,7905.0,3.0,103613.0,4,s12/mu10minus5
0.0,0.0,41295.0,74817.0,2.0,116114.0,4,s12/mu10minus5
773.0,914.0,24067.0,81415.0,2.0,107505.0,4,s12/mu10minus5
0.0,15.0,85306.0,18664.0,2.0,104387.0,4,s12/mu10minus5
84.0,90.0,81389.0,13312.0,2.0,101674.0,4,s12/mu10minus5
0.0,0.0,35066.0,62504.0,2.0,98476.0,4,s12/mu10minus5
8.0,165.0,40437.0,43136.0,2.0,83748.0,4,s12/mu10minus5
814.0,280.0,61937.0,48588.0,2.0,111720.0,4,s12/mu10minus5
1305.0,589.0,83704.0,36842.0,2.0,122695.0,4,s12/mu10minus5
47.0,0.0,89496.0,5495.0,1.0,95298.0,4,s12/mu10minus5
0.0,0.0,52127.0,54653.0,2.0,106785.0,4,s12/mu10minus5
807.0,1782.0,47415.0,46031.0,0.0,97930.0,4,s12/mu10minus5
90170.0,3441.0,11144.0,3034.0,3.0,109568.0,4,s12/mu10minus5
0.0,0.0,36827.0,61969.0,2.0,101720.0,4,s12/mu10minus5
60.0,10.0,47388.0,33280.0,2.0,84832.0,4,s12/mu10minus5
9511.0,45151.0,36575.0,15477.0,3.0,107793.0,4,s12/mu10minus5
10389.0,1063.0,84119.0,5463.0,2.0,101281.0,4,s12/mu10minus5
9532.0,527.0,93324.0,207.0,3.0,103716.0,4,s12/mu10minus5
1142.0,1605.0,53737.0,46856.0,2.0,106686.0,4,s12/mu10minus5
2691.0,3377.0,97363.0,3879.0,2.0,107314.0,4,s12/mu10minus5
2173.0,160.0,53313.0,28826.0,3.0,88343.0,4,s12/mu10minus5
0.0,0.0,29887.0,84132.0,2.0,114164.0,4,s12/mu10minus5
917.0,143.0,67644.0,30110.0,2.0,99017.0,4,s12/mu10minus5
818.0,2488.0,94554.0,147.0,3.0,98130.0,4,s12/mu10minus5
1119.0,1435.0,53128.0,47161.0,3.0,104961.0,4,s12/mu10minus5
0.0,9.0,45936.0,50471.0,4.0,96421.0,4,s12/mu10minus5
13219.0,2983.0,57498.0,31214.0,3.0,107209.0,4,s12/mu10minus5
0.0,0.0,69363.0,39561.0,2.0,109178.0,4,s12/mu10minus5
117.0,362.0,91370.0,30294.0,2.0,122146.0,4,s12/mu10minus5
44.0,4.0,56808.0,26487.0,0.0,93130.0,4,s12/mu10minus5
0.0,0.0,60723.0,40538.0,2.0,101548.0,4,s12/mu10minus5
0.0,0.0,60845.0,36744.0,2.0,98780.0,4,s12/mu10minus5
1174.0,5672.0,49346.0,56956.0,2.0,115488.0,4,s12/mu10minus5
3612.0,3850.0,82624.0,11136.0,1.0,102105.0,4,s12/mu10minus5
104.0,197.0,47643.0,59988.0,3.0,107944.0,4,s12/mu10minus5
410.0,271.0,88443.0,3738.0,4.0,94636.0,4,s12/mu10minus5
0.0,0.0,25211.0,75118.0,0.0,110178.0,4,s12/mu10minus5
127.0,35.0,100913.0,611.0,1.0,102243.0,4,s12/mu10minus5
1566.0,2375.0,1600.0,93713.0,2.0,100435.0,4,s12/mu10minus5
4.0,215.0,100283.0,4234.0,2.0,104738.0,4,s12/mu10minus5
2752.0,13093.0,42703.0,29119.0,2.0,90363.0,4,s12/mu10minus5
10.0,26.0,12516.0,97914.0,1.0,110474.0,4,s12/mu10minus5
5634.0,4854.0,47800.0,45036.0,2.0,103326.0,4,s12/mu10minus5
244.0,193.0,85443.0,10373.0,4.0,107205.0,4,s12/mu10minus5
333.0,1002.0,79019.0,20851.0,2.0,102044.0,4,s12/mu10minus5
0.0,0.0,77225.0,23792.0,3.0,102034.0,4,s12/mu10minus5
2657.0,732.0,97361.0,3369.0,2.0,106123.0,4,s12/mu10minus5
145.0,808.0,92740.0,10750.0,2.0,104538.0,4,s12/mu10minus5
0.0,0.0,35290.0,74033.0,2.0,109336.0,4,s12/mu10minus5
1194.0,2873.0,93073.0,1896.0,3.0,99058.0,4,s12/mu10minus5
0.0,0.0,64080.0,16834.0,2.0,80919.0,4,s12/mu10minus5
6765.0,2226.0,9332.0,80671.0,4.0,99395.0,4,s12/mu10minus5
700.0,815.0,101312.0,11396.0,2.0,114225.0,4,s12/mu10minus5
216.0,218.0,52285.0,49015.0,2.0,107486.0,4,s12/mu10minus5
0.0,0.0,24435.0,83229.0,2.0,110973.0,4,s12/mu10minus5
0.0,35.0,97481.0,4945.0,2.0,113311.0,4,s12/mu10minus5
40190.0,42993.0,0.0,4351.0,4.0,99306.0,4,s12/mu10minus5
0.0,0.0,85906.0,2438.0,2.0,107724.0,4,s12/mu10minus5
2154.0,937.0,106381.0,2767.0,2.0,114987.0,4,s12/mu10minus5
21.0,1319.0,2909.0,87098.0,3.0,91475.0,4,s12/mu10minus5
1300.0,2006.0,91401.0,3221.0,2.0,98019.0,4,s12/mu10minus5
7588.0,2182.0,13979.0,72513.0,2.0,96264.0,4,s12/mu10minus5
623.0,276.0,76709.0,32336.0,3.0,110206.0,4,s12/mu10minus5
4381.0,14269.0,61629.0,29119.0,2.0,110801.0,4,s12/mu10minus5
445.0,1424.0,9364.0,81737.0,2.0,92979.0,4,s12/mu10minus5
0.0,35.0,89281.0,34718.0,1.0,124269.0,4,s12/mu10minus5
1037.0,2098.0,77258.0,783.0,0.0,103514.0,4,s12/mu10minus5
0.0,0.0,43429.0,26977.0,2.0,100602.0,4,s12/mu10minus5
7300.0,49163.0,23385.0,13629.0,2.0,93673.0,4,s12/mu10minus5
7306.0,20874.0,28227.0,39174.0,1.0,95583.0,4,s12/mu10minus5
24724.0,7059.0,65900.0,5526.0,3.0,104761.0,4,s12/mu10minus5
0.0,26.0,73326.0,35723.0,3.0,109114.0,4,s12/mu10minus5
14.0,12.0,98663.0,4881.0,4.0,103581.0,4,s12/mu10minus5
0.0,5.0,104609.0,10437.0,2.0,115096.0,4,s12/mu10minus5
1561.0,945.0,77078.0,32373.0,3.0,111966.0,4,s12/mu10minus5
0.0,110.0,108174.0,4676.0,2.0,112979.0,4,s12/mu10minus5
0.0,10.0,73870.0,37886.0,0.0,111887.0,4,s12/mu10minus5
1077.0,1017.0,69997.0,33844.0,2.0,105938.0,4,s12/mu10minus5
1265.0,6422.0,49119.0,48603.0,2.0,105411.0,4,s12/mu10minus5
5139.0,2849.0,95484.0,5121.0,2.0,108656.0,4,s12/mu10minus5
31851.0,5221.0,62288.0,1269.0,2.0,100782.0,4,s12/mu10minus5
662.0,19.0,81875.0,11740.0,2.0,103633.0,4,s12/mu10minus5
12556.0,7849.0,1853.0,74880.0,2.0,97140.0,4,s12/mu10minus5
230.0,2304.0,78879.0,27081.0,1.0,109076.0,4,s12/mu10minus5
0.0,0.0,3652.0,84866.0,3.0,88521.0,4,s12/mu10minus5
0.0,0.0,8652.0,86007.0,2.0,94755.0,4,s12/mu10minus5
131.0,63.0,69798.0,34624.0,2.0,105165.0,4,s12/mu10minus5
2226.0,5339.0,96401.0,623.0,2.0,104844.0,4,s12/mu10minus5
21.0,2.0,87881.0,9424.0,2.0,97330.0,4,s12/mu10minus5
34751.0,51592.0,5114.0,8587.0,4.0,100544.0,4,s12/mu10minus5
