$n_0$,$n_1$,$n_2$,$n_3$,$n_4$,N,k,params_label
17.0,133.0,84043.0,12967.0,3.0,104826.0,4,s21/mu10minus5
8.0,862.0,96935.0,4046.0,2.0,103270.0,4,s21/mu10minus5
507.0,36525.0,5650.0,73604.0,0.0,116601.0,4,s21/mu10minus5
0.0,17.0,46642.0,39436.0,2.0,86103.0,4,s21/mu10minus5
0.0,65.0,7904.0,101067.0,2.0,109151.0,4,s21/mu10minus5
0.0,82.0,4393.0,97703.0,3.0,102865.0,4,s21/mu10minus5
0.0,37.0,5361.0,107897.0,0.0,113988.0,4,s21/mu10minus5
0.0,194.0,88339.0,12499.0,3.0,104623.0,4,s21/mu10minus5
0.0,2363.0,27339.0,82266.0,2.0,111995.0,4,s21/mu10minus5
0.0,720.0,48330.0,778.0,2.0,122479.0,4,s21/mu10minus5
75.0,29930.0,71086.0,9550.0,2.0,111451.0,4,s21/mu10minus5
0.0,0.0,41281.0,43974.0,2.0,105297.0,4,s21/mu10minus5
0.0,8.0,0.0,112747.0,3.0,113919.0,4,s21/mu10minus5
5.0,246.0,46713.0,37426.0,3.0,84524.0,4,s21/mu10minus5
0.0,94.0,49385.0,48317.0,3.0,98058.0,4,s21/mu10minus5
0.0,0.0,58056.0,40936.0,2.0,108574.0,4,s21/mu10minus5
0.0,865.0,74082.0,25027.0,2.0,112882.0,4,s21/mu10minus5
5.0,2254.0,83509.0,23083.0,4.0,112386.0,4,s21/mu10minus5
4.0,995.0,12513.0,102662.0,2.0,116367.0,4,s21/mu10minus5
0.0,377.0,51064.0,40796.0,1.0,116145.0,4,s21/mu10minus5
0.0,15.0,23943.0,80481.0,0.0,106384.0,4,s21/mu10minus5
16.0,157.0,80470.0,14751.0,2.0,95431.0,4,s21/mu10minus5
0.0,2.0,73094.0,24287.0,2.0,97385.0,4,s21/mu10minus5
0.0,6.0,1338.0,96188.0,3.0,115930.0,4,s21/mu10minus5
0.0,18.0,7990.0,90327.0,2.0,100458.0,4,s21/mu10minus5
0.0,0.0,18843.0,68797.0,3.0,88074.0,4,s21/mu10minus5
0.0,173.0,87922.0,20259.0,2.0,108456.0,4,s21/mu10minus5
0.0,86.0,87468.0,694.0,3.0,109723.0,4,s21/mu10minus5
1388.0,36894.0,53398.0,1299.0,2.0,97309.0,4,s21/mu10minus5
0.0,115.0,11403.0,41741.0,2.0,107352.0,4,s21/mu10minus5
0.0,542.0,85268.0,678.0,2.0,103251.0,4,s21/mu10minus5
0.0,217.0,61121.0,41847.0,2.0,103686.0,4,s21/mu10minus5
0.0,0.0,40568.0,54853.0,4.0,95556.0,4,s21/mu10minus5
0.0,0.0,71666.0,22867.0,2.0,95062.0,4,s21/mu10minus5
111.0,322.0,61143.0,37738.0,3.0,100696.0,4,s21/mu10minus5
150.0,2544.0,117514.0,18110.0,0.0,140282.0,4,s21/mu10minus5
0.0,1266.0,11350.0,92328.0,1.0,118492.0,4,s21/mu10minus5
0.0,35.0,66435.0,36297.0,0.0,102852.0,4,s21/mu10minus5
0.0,0.0,29926.0,35746.0,2.0,110058.0,4,s21/mu10minus5
0.0,3194.0,79364.0,24563.0,0.0,115513.0,4,s21/mu10minus5
345.0,7915.0,24404.0,77006.0,2.0,112828.0,4,s21/mu10minus5
0.0,0.0,13929.0,55322.0,2.0,108020.0,4,s21/mu10minus5
225.0,1919.0,101992.0,1363.0,2.0,105593.0,4,s21/mu10minus5
0.0,123.0,62028.0,51094.0,2.0,113696.0,4,s21/mu10minus5
142.0,200.0,63344.0,32777.0,2.0,96879.0,4,s21/mu10minus5
0.0,1.0,20870.0,79409.0,2.0,103076.0,4,s21/mu10minus5
0.0,30169.0,46359.0,41054.0,2.0,117641.0,4,s21/mu10minus5
0.0,0.0,41488.0,25968.0,2.0,120661.0,4,s21/mu10minus5
0.0,96.0,16200.0,72622.0,3.0,88947.0,4,s21/mu10minus5
0.0,306.0,2130.0,10338.0,3.0,98519.0,4,s21/mu10minus5
33.0,1038.0,79863.0,17353.0,0.0,98327.0,4,s21/mu10minus5
5.0,51.0,66928.0,21566.0,2.0,101894.0,4,s21/mu10minus5
0.0,2.0,45437.0,60555.0,2.0,119731.0,4,s21/mu10minus5
0.0,0.0,20458.0,61155.0,3.0,93230.0,4,s21/mu10minus5
0.0,0.0,3791.0,86400.0,2.0,101815.0,4,s21/mu10minus5
0.0,0.0,12554.0,102166.0,3.0,115870.0,4,s21/mu10minus5
0.0,0.0,82757.0,19670.0,2.0,102429.0,4,s21/mu10minus5
6.0,2328.0,79539.0,23363.0,4.0,105240.0,4,s21/mu10minus5
0.0,0.0,16742.0,103167.0,3.0,119916.0,4,s21/mu10minus5
0.0,0.0,52544.0,55919.0,2.0,113079.0,4,s21/mu10minus5
0.0,368.0,88548.0,12397.0,5.0,101362.0,4,s21/mu10minus5
0.0,0.0,2373.0,100667.0,1.0,112798.0,4,s21/mu10minus5
343.0,9677.0,49380.0,21016.0,2.0,97825.0,4,s21/mu10minus5
0.0,0.0,6013.0,102018.0,0.0,108036.0,4,s21/mu10minus5
0.0,212.0,93576.0,19982.0,2.0,116884.0,4,s21/mu10minus5
0.0,0.0,100045.0,7290.0,2.0,107438.0,4,s21/mu10minus5
12388.0,22923.0,26611.0,49744.0,4.0,111676.0,4,s21/mu10minus5
0.0,155.0,45182.0,44804.0,2.0,104981.0,4,s21/mu10minus5
15.0,1169.0,52049.0,25701.0,3.0,87343.0,4,s21/mu10minus5
0.0,0.0,14458.0,69840.0,2.0,84386.0,4,s21/mu10minus5
6.0,1042.0,63448.0,40278.0,2.0,104776.0,4,s21/mu10minus5
0.0,166.0,82385.0,24434.0,0.0,114398.0,4,s21/mu10minus5
0.0,25.0,16476.0,89254.0,2.0,108821.0,4,s21/mu10minus5
0.0,181.0,19302.0,33377.0,2.0,103327.0,4,s21/mu10minus5
0.0,692.0,74718.0,26757.0,0.0,107048.0,4,s21/mu10minus5
0.0,55.0,55629.0,30072.0,3.0,85930.0,4,s21/mu10minus5
0.0,214.0,85905.0,18865.0,0.0,105070.0,4,s21/mu10minus5
0.0,40.0,69770.0,28072.0,2.0,110782.0,4,s21/mu10minus5
0.0,0.0,60520.0,24859.0,2.0,87803.0,4,s21/mu10minus5
0.0,0.0,46880.0,54698.0,2.0,101621.0,4,s21/mu10minus5
0.0,0.0,37923.0,49955.0,4.0,109054.0,4,s21/mu10minus5
0.0,106.0,53793.0,45804.0,4.0,100899.0,4,s21/mu10minus5
0.0,0.0,87464.0,16155.0,3.0,108498.0,4,s21/mu10minus5
0.0,15.0,95754.0,356.0,2.0,96172.0,4,s21/mu10minus5
102.0,1098.0,90263.0,10079.0,2.0,101747.0,4,s21/mu10minus5
0.0,8.0,52333.0,39991.0,4.0,116135.0,4,s21/mu10minus5
10.0,305.0,33150.0,72770.0,5.0,106844.0,4,s21/mu10minus5
0.0,0.0,73307.0,3681.0,2.0,95362.0,4,s21/mu10minus5
0.0,275.0,80693.0,19509.0,2.0,100479.0,4,s21/mu10minus5
0.0,0.0,935.0,11818.0,3.0,118857.0,4,s21/mu10minus5
9.0,4830.0,44473.0,67114.0,1.0,118173.0,4,s21/mu10minus5
20.0,51.0,2353.0,112161.0,2.0,114660.0,4,s21/mu10minus5
15516.0,15121.0,44632.0,775.0,2.0,103152.0,4,s21/mu10minus5
0.0,76.0,41600.0,37084.0,2.0,108898.0,4,s21/mu10minus5
12.0,657.0,40948.0,36703.0,4.0,93678.0,4,s21/mu10minus5
0.0,788.0,69973.0,26578.0,2.0,97842.0,4,s21/mu10minus5
346.0,8471.0,37879.0,60048.0,4.0,107595.0,4,s21/mu10minus5
12.0,62.0,43034.0,53279.0,3.0,106681.0,4,s21/mu10minus5
0.0,0.0,988.0,74995.0,2.0,84611.0,4,s21/mu10minus5
5.0,33.0,77193.0,41243.0,2.0,118548.0,4,s21/mu10minus5
0.0,118.0,51856.0,57676.0,0.0,112212.0,4,s21/mu10minus5
0.0,0.0,15126.0,92125.0,3.0,107254.0,4,s21/mu10minus5
4704.0,7980.0,99387.0,807.0,3.0,112964.0,4,s21/mu10minus5
0.0,164.0,72186.0,28002.0,2.0,107126.0,4,s21/mu10minus5
30.0,1234.0,86023.0,39332.0,2.0,126776.0,4,s21/mu10minus5
0.0,327.0,53209.0,43784.0,3.0,97351.0,4,s21/mu10minus5
0.0,88.0,52415.0,40865.0,2.0,98136.0,4,s21/mu10minus5
0.0,24314.0,47954.0,10141.0,2.0,100989.0,4,s21/mu10minus5
5.0,97.0,54678.0,55830.0,2.0,110685.0,4,s21/mu10minus5
0.0,0.0,22059.0,78457.0,2.0,111463.0,4,s21/mu10minus5
10.0,5.0,57437.0,41940.0,2.0,99816.0,4,s21/mu10minus5
0.0,33.0,15746.0,92125.0,2.0,109427.0,4,s21/mu10minus5
0.0,23.0,63153.0,27869.0,2.0,97854.0,4,s21/mu10minus5
0.0,67.0,16744.0,87032.0,2.0,103845.0,4,s21/mu10minus5
0.0,18.0,20334.0,91875.0,2.0,112983.0,4,s21/mu10minus5
432.0,12574.0,36799.0,58630.0,2.0,108503.0,4,s21/mu10minus5
169.0,2548.0,57090.0,54591.0,2.0,114676.0,4,s21/mu10minus5
0.0,297.0,56973.0,14641.0,1.0,97081.0,4,s21/mu10minus5
0.0,18.0,33839.0,66692.0,2.0,100551.0,4,s21/mu10minus5
222.0,28804.0,8907.0,55556.0,2.0,99932.0,4,s21/mu10minus5
89.0,276.0,74983.0,27840.0,2.0,103595.0,4,s21/mu10minus5
0.0,261.0,75161.0,9946.0,3.0,108252.0,4,s21/mu10minus5
0.0,0.0,42530.0,66702.0,2.0,109234.0,4,s21/mu10minus5
0.0,17.0,26396.0,5290.0,3.0,101526.0,4,s21/mu10minus5
0.0,0.0,3271.0,94785.0,2.0,98203.0,4,s21/mu10minus5
4.0,365.0,70383.0,15673.0,2.0,107057.0,4,s21/mu10minus5
0.0,6.0,83137.0,3967.0,2.0,87112.0,4,s21/mu10minus5
0.0,0.0,30086.0,56845.0,4.0,92937.0,4,s21/mu10minus5
0.0,7.0,101780.0,1099.0,2.0,103765.0,4,s21/mu10minus5
0.0,313.0,95861.0,4466.0,2.0,101755.0,4,s21/mu10minus5
0.0,3.0,15053.0,100025.0,3.0,115084.0,4,s21/mu10minus5
0.0,39.0,33822.0,65853.0,3.0,99719.0,4,s21/mu10minus5
20.0,11351.0,81743.0,961.0,3.0,104012.0,4,s21/mu10minus5
0.0,13.0,26422.0,75041.0,2.0,101509.0,4,s21/mu10minus5
0.0,179.0,90438.0,2248.0,3.0,93314.0,4,s21/mu10minus5
71.0,115.0,104183.0,7910.0,2.0,112338.0,4,s21/mu10minus5
0.0,0.0,53561.0,32065.0,2.0,94656.0,4,s21/mu10minus5
26.0,540.0,24062.0,26959.0,3.0,106586.0,4,s21/mu10minus5
0.0,322.0,44029.0,63273.0,2.0,107733.0,4,s21/mu10minus5
0.0,95.0,7323.0,85821.0,0.0,96588.0,4,s21/mu10minus5
0.0,0.0,1585.0,72623.0,2.0,101326.0,4,s21/mu10minus5
0.0,0.0,66398.0,38805.0,2.0,106709.0,4,s21/mu10minus5
11.0,461.0,91741.0,20649.0,3.0,114030.0,4,s21/mu10minus5
0.0,136.0,95582.0,5348.0,3.0,101201.0,4,s21/mu10minus5
14.0,57.0,5014.0,102658.0,3.0,107793.0,4,s21/mu10minus5
11063.0,11973.0,79449.0,7801.0,4.0,110358.0,4,s21/mu10minus5
0.0,1.0,64468.0,50241.0,5.0,114716.0,4,s21/mu10minus5
8.0,579.0,30237.0,77609.0,1.0,108476.0,4,s21/mu10minus5
0.0,64.0,40731.0,52697.0,2.0,93698.0,4,s21/mu10minus5
0.0,16.0,11564.0,78005.0,1.0,110860.0,4,s21/mu10minus5
0.0,1176.0,84505.0,26561.0,2.0,113547.0,4,s21/mu10minus5
0.0,7.0,24252.0,58384.0,2.0,97620.0,4,s21/mu10minus5
23.0,1259.0,104327.0,1720.0,2.0,107346.0,4,s21/mu10minus5
0.0,58.0,83236.0,21235.0,2.0,109302.0,4,s21/mu10minus5
0.0,52.0,10131.0,89599.0,2.0,101007.0,4,s21/mu10minus5
0.0,0.0,62877.0,27486.0,2.0,96276.0,4,s21/mu10minus5
2.0,298.0,31421.0,61872.0,2.0,105046.0,4,s21/mu10minus5
0.0,88.0,84047.0,15492.0,1.0,104170.0,4,s21/mu10minus5
0.0,402.0,3876.0,7838.0,2.0,101890.0,4,s21/mu10minus5
0.0,0.0,35686.0,66011.0,3.0,104919.0,4,s21/mu10minus5
21.0,256.0,21633.0,11920.0,3.0,106619.0,4,s21/mu10minus5
0.0,0.0,12387.0,51550.0,2.0,104469.0,4,s21/mu10minus5
1.0,2.0,9117.0,94710.0,2.0,103882.0,4,s21/mu10minus5
1.0,711.0,18753.0,83357.0,4.0,103534.0,4,s21/mu10minus5
6.0,437.0,76535.0,29720.0,2.0,117017.0,4,s21/mu10minus5
2.0,0.0,55538.0,37220.0,3.0,96772.0,4,s21/mu10minus5
1069.0,32921.0,63775.0,740.0,2.0,98514.0,4,s21/mu10minus5
0.0,247.0,51307.0,59473.0,2.0,111047.0,4,s21/mu10minus5
2.0,209.0,64271.0,6248.0,3.0,103504.0,4,s21/mu10minus5
22.0,6589.0,93679.0,564.0,2.0,101352.0,4,s21/mu10minus5
0.0,72.0,84498.0,31349.0,3.0,121314.0,4,s21/mu10minus5
0.0,112.0,43589.0,55288.0,2.0,99476.0,4,s21/mu10minus5
0.0,0.0,63197.0,30548.0,2.0,100285.0,4,s21/mu10minus5
35.0,13235.0,75848.0,457.0,2.0,90540.0,4,s21/mu10minus5
27.0,306.0,72006.0,49536.0,2.0,121928.0,4,s21/mu10minus5
0.0,0.0,50000.0,14615.0,3.0,88119.0,4,s21/mu10minus5
0.0,20.0,62319.0,42482.0,0.0,105018.0,4,s21/mu10minus5
0.0,0.0,71940.0,25707.0,2.0,99440.0,4,s21/mu10minus5
0.0,0.0,34203.0,86841.0,3.0,121665.0,4,s21/mu10minus5
0.0,163.0,47486.0,55342.0,2.0,108525.0,4,s21/mu10minus5
0.0,123.0,59975.0,15997.0,2.0,91734.0,4,s21/mu10minus5
2.0,13.0,44549.0,51007.0,3.0,95839.0,4,s21/mu10minus5
0.0,45.0,75674.0,18066.0,3.0,101667.0,4,s21/mu10minus5
0.0,0.0,6255.0,95390.0,3.0,107134.0,4,s21/mu10minus5
0.0,0.0,24178.0,76698.0,3.0,105116.0,4,s21/mu10minus5
0.0,0.0,10530.0,85658.0,2.0,97391.0,4,s21/mu10minus5
0.0,90.0,75506.0,491.0,2.0,95935.0,4,s21/mu10minus5
0.0,1.0,4539.0,94017.0,2.0,100325.0,4,s21/mu10minus5
0.0,7133.0,97231.0,9919.0,2.0,117260.0,4,s21/mu10minus5
64.0,38863.0,12657.0,4198.0,3.0,102217.0,4,s21/mu10minus5
0.0,48.0,8579.0,101415.0,1.0,110088.0,4,s21/mu10minus5
0.0,14.0,59876.0,47708.0,3.0,108069.0,4,s21/mu10minus5
0.0,0.0,44582.0,55816.0,1.0,103500.0,4,s21/mu10minus5
79.0,2022.0,91440.0,11074.0,3.0,104662.0,4,s21/mu10minus5
12.0,596.0,57794.0,16391.0,3.0,90680.0,4,s21/mu10minus5
0.0,12.0,85014.0,20276.0,3.0,105552.0,4,s21/mu10minus5
0.0,217.0,28179.0,75985.0,2.0,104586.0,4,s21/mu10minus5
7.0,4335.0,56795.0,47742.0,3.0,108931.0,4,s21/mu10minus5
223.0,3364.0,80919.0,16177.0,2.0,110656.0,4,s21/mu10minus5
0.0,37.0,32255.0,64714.0,2.0,104645.0,4,s21/mu10minus5
0.0,102.0,76773.0,9812.0,2.0,101650.0,4,s21/mu10minus5
8.0,5870.0,34765.0,55684.0,0.0,106868.0,4,s21/mu10minus5
140.0,3926.0,76924.0,29384.0,3.0,110891.0,4,s21/mu10minus5
0.0,0.0,69149.0,27754.0,3.0,97181.0,4,s21/mu10minus5
44.0,471.0,47693.0,40664.0,4.0,89398.0,4,s21/mu10minus5
0.0,0.0,52624.0,53788.0,3.0,106505.0,4,s21/mu10minus5
0.0,3.0,88500.0,16939.0,2.0,106696.0,4,s21/mu10minus5
0.0,229.0,72015.0,39291.0,3.0,111538.0,4,s21/mu10minus5
0.0,0.0,34919.0,68374.0,2.0,103839.0,4,s21/mu10minus5
0.0,62.0,78908.0,17062.0,3.0,96276.0,4,s21/mu10minus5
0.0,5771.0,78872.0,21357.0,3.0,106003.0,4,s21/mu10minus5
0.0,0.0,13743.0,92593.0,2.0,106338.0,4,s21/mu10minus5
5.0,0.0,39637.0,68079.0,2.0,107724.0,4,s21/mu10minus5
0.0,23.0,54591.0,40564.0,2.0,107356.0,4,s21/mu10minus5
0.0,5.0,3627.0,103366.0,2.0,109365.0,4,s21/mu10minus5
0.0,949.0,35653.0,63631.0,2.0,100321.0,4,s21/mu10minus5
0.0,0.0,54115.0,34013.0,3.0,99689.0,4,s21/mu10minus5
0.0,8.0,25591.0,80862.0,1.0,111189.0,4,s21/mu10minus5
13.0,144.0,56676.0,55659.0,3.0,112495.0,4,s21/mu10minus5
0.0,0.0,61751.0,47043.0,3.0,109262.0,4,s21/mu10minus5
0.0,6.0,25135.0,84600.0,2.0,113104.0,4,s21/mu10minus5
1930.0,7490.0,1426.0,83318.0,2.0,94171.0,4,s21/mu10minus5
146.0,1187.0,77637.0,18688.0,2.0,97715.0,4,s21/mu10minus5
0.0,36.0,56141.0,49940.0,3.0,106596.0,4,s21/mu10minus5
0.0,243.0,59779.0,22531.0,2.0,94293.0,4,s21/mu10minus5
0.0,599.0,30230.0,78969.0,1.0,109828.0,4,s21/mu10minus5
0.0,0.0,19027.0,82583.0,2.0,101816.0,4,s21/mu10minus5
0.0,0.0,27269.0,15150.0,0.0,112479.0,4,s21/mu10minus5
19.0,2.0,63818.0,44079.0,1.0,110651.0,4,s21/mu10minus5
0.0,39.0,88807.0,24021.0,2.0,113598.0,4,s21/mu10minus5
0.0,314.0,74733.0,26130.0,2.0,102076.0,4,s21/mu10minus5
0.0,2.0,88748.0,29439.0,3.0,122843.0,4,s21/mu10minus5
23.0,20.0,67328.0,41158.0,2.0,108586.0,4,s21/mu10minus5
30.0,84.0,74333.0,22516.0,2.0,97120.0,4,s21/mu10minus5
0.0,4.0,13604.0,79720.0,2.0,116483.0,4,s21/mu10minus5
14.0,96.0,30773.0,80256.0,2.0,111222.0,4,s21/mu10minus5
0.0,31.0,71886.0,37146.0,2.0,117736.0,4,s21/mu10minus5
0.0,0.0,97834.0,7083.0,0.0,105192.0,4,s21/mu10minus5
233.0,7430.0,110140.0,1845.0,2.0,120682.0,4,s21/mu10minus5
0.0,0.0,77026.0,33161.0,3.0,110190.0,4,s21/mu10minus5
0.0,597.0,75283.0,21223.0,3.0,109775.0,4,s21/mu10minus5
0.0,53.0,21366.0,77084.0,4.0,108910.0,4,s21/mu10minus5
0.0,0.0,1487.0,111936.0,2.0,113528.0,4,s21/mu10minus5
0.0,0.0,79427.0,12676.0,3.0,107877.0,4,s21/mu10minus5
0.0,0.0,59143.0,45862.0,3.0,113529.0,4,s21/mu10minus5
0.0,336.0,18913.0,83498.0,3.0,102886.0,4,s21/mu10minus5
0.0,198.0,90688.0,5455.0,0.0,106495.0,4,s21/mu10minus5
0.0,0.0,210.0,109931.0,2.0,111969.0,4,s21/mu10minus5
0.0,78.0,40858.0,53007.0,1.0,105634.0,4,s21/mu10minus5
0.0,0.0,10544.0,5089.0,3.0,109337.0,4,s21/mu10minus5
1.0,118.0,59014.0,37726.0,1.0,97351.0,4,s21/mu10minus5
0.0,0.0,82469.0,13194.0,3.0,104870.0,4,s21/mu10minus5
0.0,0.0,376.0,98649.0,2.0,100365.0,4,s21/mu10minus5
1040.0,33290.0,61930.0,5984.0,4.0,103149.0,4,s21/mu10minus5
0.0,88.0,12791.0,33064.0,2.0,106113.0,4,s21/mu10minus5
0.0,0.0,7798.0,83510.0,4.0,91889.0,4,s21/mu10minus5
0.0,0.0,32264.0,67479.0,2.0,101629.0,4,s21/mu10minus5
0.0,472.0,54459.0,44061.0,2.0,98994.0,4,s21/mu10minus5
0.0,947.0,69235.0,1967.0,4.0,100651.0,4,s21/mu10minus5
0.0,81.0,48655.0,80171.0,2.0,128912.0,4,s21/mu10minus5
0.0,0.0,7752.0,70843.0,0.0,95310.0,4,s21/mu10minus5
0.0,0.0,59047.0,39781.0,3.0,106134.0,4,s21/mu10minus5
0.0,25.0,35838.0,25281.0,2.0,112205.0,4,s21/mu10minus5
0.0,43.0,49417.0,40506.0,3.0,94058.0,4,s21/mu10minus5
9.0,155.0,30915.0,74521.0,3.0,105603.0,4,s21/mu10minus5
0.0,0.0,6741.0,115314.0,3.0,122140.0,4,s21/mu10minus5
0.0,428.0,52176.0,54243.0,3.0,107041.0,4,s21/mu10minus5
0.0,0.0,70822.0,27532.0,5.0,98359.0,4,s21/mu10minus5
6.0,3521.0,30480.0,82686.0,1.0,118701.0,4,s21/mu10minus5
0.0,0.0,16163.0,85824.0,2.0,102271.0,4,s21/mu10minus5
0.0,904.0,82438.0,9074.0,0.0,99430.0,4,s21/mu10minus5
0.0,0.0,55407.0,47855.0,2.0,106063.0,4,s21/mu10minus5
0.0,0.0,35831.0,65898.0,3.0,101732.0,4,s21/mu10minus5
0.0,0.0,16783.0,92243.0,3.0,116042.0,4,s21/mu10minus5
35.0,18.0,46582.0,505.0,2.0,106632.0,4,s21/mu10minus5
1455.0,6696.0,82571.0,27374.0,2.0,118344.0,4,s21/mu10minus5
0.0,678.0,10605.0,46632.0,0.0,106347.0,4,s21/mu10minus5
0.0,126.0,42912.0,69739.0,3.0,114224.0,4,s21/mu10minus5
0.0,1198.0,81351.0,7129.0,0.0,93250.0,4,s21/mu10minus5
0.0,392.0,61909.0,39123.0,2.0,102379.0,4,s21/mu10minus5
0.0,7.0,1606.0,91671.0,3.0,105381.0,4,s21/mu10minus5
191.0,254.0,76316.0,5615.0,2.0,89741.0,4,s21/mu10minus5
0.0,0.0,3708.0,95171.0,2.0,104053.0,4,s21/mu10minus5
7.0,294.0,76849.0,27424.0,0.0,106839.0,4,s21/mu10minus5
0.0,0.0,29122.0,69393.0,3.0,112585.0,4,s21/mu10minus5
17.0,941.0,91930.0,6031.0,2.0,98936.0,4,s21/mu10minus5
17.0,1070.0,11826.0,86825.0,2.0,102886.0,4,s21/mu10minus5
0.0,0.0,36260.0,59254.0,4.0,95548.0,4,s21/mu10minus5
0.0,17.0,42750.0,72769.0,2.0,115574.0,4,s21/mu10minus5
0.0,390.0,77673.0,34770.0,2.0,112845.0,4,s21/mu10minus5
0.0,0.0,52038.0,50248.0,2.0,114350.0,4,s21/mu10minus5
0.0,0.0,9957.0,10303.0,2.0,95065.0,4,s21/mu10minus5
0.0,2.0,42757.0,79045.0,2.0,122490.0,4,s21/mu10minus5
0.0,15.0,48080.0,51016.0,2.0,99329.0,4,s21/mu10minus5
0.0,0.0,80633.0,26192.0,2.0,112416.0,4,s21/mu10minus5
0.0,8.0,33285.0,74138.0,3.0,108149.0,4,s21/mu10minus5
0.0,110.0,78700.0,34177.0,2.0,113553.0,4,s21/mu10minus5
26.0,1115.0,43708.0,26399.0,0.0,106779.0,4,s21/mu10minus5
0.0,2689.0,99130.0,7765.0,2.0,109742.0,4,s21/mu10minus5
0.0,49.0,36926.0,70963.0,2.0,109340.0,4,s21/mu10minus5
289.0,23317.0,36594.0,44335.0,2.0,110876.0,4,s21/mu10minus5
28.0,596.0,63293.0,42547.0,1.0,106618.0,4,s21/mu10minus5
0.0,133.0,85387.0,18941.0,2.0,104463.0,4,s21/mu10minus5
45.0,19873.0,1308.0,58816.0,6.0,112164.0,4,s21/mu10minus5
22.0,19211.0,44717.0,50534.0,2.0,116765.0,4,s21/mu10minus5
0.0,0.0,13988.0,30766.0,4.0,97971.0,4,s21/mu10minus5
0.0,175.0,94766.0,6909.0,2.0,102079.0,4,s21/mu10minus5
1.0,503.0,21631.0,76720.0,2.0,98896.0,4,s21/mu10minus5
0.0,0.0,45901.0,67357.0,3.0,114322.0,4,s21/mu10minus5
355.0,1074.0,50595.0,57741.0,2.0,115037.0,4,s21/mu10minus5
0.0,0.0,77836.0,25857.0,2.0,104007.0,4,s21/mu10minus5
25.0,60.0,86889.0,7616.0,3.0,115120.0,4,s21/mu10minus5
0.0,9918.0,85211.0,7726.0,2.0,103139.0,4,s21/mu10minus5
0.0,1205.0,16188.0,253.0,3.0,102016.0,4,s21/mu10minus5
0.0,0.0,36207.0,57787.0,2.0,95181.0,4,s21/mu10minus5
0.0,56.0,92181.0,7203.0,4.0,99635.0,4,s21/mu10minus5
52.0,915.0,72539.0,20254.0,2.0,93793.0,4,s21/mu10minus5
0.0,189.0,64505.0,31554.0,4.0,96294.0,4,s21/mu10minus5
809.0,3487.0,68157.0,27360.0,2.0,99867.0,4,s21/mu10minus5
87.0,447.0,43520.0,60029.0,4.0,104135.0,4,s21/mu10minus5
0.0,8.0,15181.0,89943.0,3.0,105272.0,4,s21/mu10minus5
0.0,0.0,18926.0,70541.0,2.0,89505.0,4,s21/mu10minus5
0.0,0.0,1234.0,100336.0,0.0,101570.0,4,s21/mu10minus5
0.0,0.0,43569.0,64791.0,4.0,110345.0,4,s21/mu10minus5
0.0,0.0,1861.0,118326.0,2.0,120189.0,4,s21/mu10minus5
0.0,349.0,65427.0,31937.0,4.0,104700.0,4,s21/mu10minus5
0.0,35.0,17825.0,26518.0,2.0,105719.0,4,s21/mu10minus5
0.0,74.0,77481.0,32540.0,2.0,110732.0,4,s21/mu10minus5
0.0,0.0,6083.0,95042.0,5.0,101662.0,4,s21/mu10minus5
0.0,14.0,24156.0,91608.0,2.0,115856.0,4,s21/mu10minus5
0.0,0.0,1110.0,108474.0,1.0,109820.0,4,s21/mu10minus5
3.0,185.0,61673.0,13784.0,0.0,88098.0,4,s21/mu10minus5
4.0,56.0,42015.0,74350.0,4.0,120371.0,4,s21/mu10minus5
9.0,94.0,15373.0,89304.0,2.0,105572.0,4,s21/mu10minus5
0.0,744.0,96162.0,7774.0,3.0,104705.0,4,s21/mu10minus5
0.0,0.0,99757.0,3201.0,2.0,104367.0,4,s21/mu10minus5
0.0,70.0,85986.0,17719.0,3.0,103950.0,4,s21/mu10minus5
0.0,9.0,86029.0,12479.0,2.0,112216.0,4,s21/mu10minus5
0.0,6.0,10033.0,110430.0,2.0,120572.0,4,s21/mu10minus5
0.0,151.0,81327.0,5967.0,2.0,95743.0,4,s21/mu10minus5
0.0,3.0,29760.0,11831.0,1.0,108951.0,4,s21/mu10minus5
302.0,11585.0,26795.0,62925.0,3.0,102234.0,4,s21/mu10minus5
0.0,31.0,72666.0,7199.0,2.0,107828.0,4,s21/mu10minus5
0.0,13.0,3773.0,113751.0,2.0,118075.0,4,s21/mu10minus5
0.0,0.0,14.0,100107.0,0.0,100121.0,4,s21/mu10minus5
0.0,53.0,28788.0,79787.0,2.0,108677.0,4,s21/mu10minus5
0.0,0.0,3707.0,111309.0,2.0,115205.0,4,s21/mu10minus5
2.0,965.0,74736.0,21998.0,2.0,99091.0,4,s21/mu10minus5
0.0,0.0,98055.0,1580.0,2.0,100842.0,4,s21/mu10minus5
16.0,4133.0,80984.0,13122.0,2.0,104091.0,4,s21/mu10minus5
6.0,2588.0,46330.0,9772.0,2.0,107892.0,4,s21/mu10minus5
0.0,120.0,54043.0,43624.0,2.0,97789.0,4,s21/mu10minus5
0.0,0.0,16723.0,75319.0,0.0,97320.0,4,s21/mu10minus5
0.0,7.0,51911.0,63674.0,3.0,115595.0,4,s21/mu10minus5
11009.0,19955.0,67233.0,407.0,2.0,99303.0,4,s21/mu10minus5
0.0,201.0,37020.0,54843.0,2.0,114661.0,4,s21/mu10minus5
