$n_0$,$n_1$,$n_2$,$n_3$,$n_4$,N,k,params_label,$f_0$,$f_1$,$f_2$,$f_3$,7322 exp. diff,25568R exp. diff,7328 exp. diff,27510 exp. diff,2261 exp. diff,47668 exp. diff
10458.0,789.0,23281.0,52262.0,2.0,99973.0,4,s6/mu10minus5,0.104608244225941,0.00789213087533634,0.23287287567643264,0.5227611455092875,2.888190848699122,3.1021937939425617,3.458625311103185,3.4549060882079967,3.1396431824861946,3.040444381422574
4572.0,434.0,86423.0,4184.0,3.0,95753.0,4,s6/mu10minus5,0.04774785124225873,0.00453249506542876,0.9025617996302988,0.043695758879617345,2.835758337052316,2.9510067461319522,3.2462960319486114,3.248738619441123,3.170728434250681,3.133353641647986
12131.0,0.0,26539.0,71002.0,2.0,109721.0,4,s6/mu10minus5,0.11056224423765733,0.0,0.24187712470721193,0.6471140438020069,2.8068947565524223,3.02069131945953,3.3696369649237203,3.382128379848335,3.0842754745386665,2.9902703621574998
11292.0,952.0,34297.0,41218.0,3.0,87772.0,4,s6/mu10minus5,0.12865150617509,0.010846283552841453,0.3907510367771043,0.469603062480062,2.821144067381475,2.999009994650066,3.349582349452707,3.3674565198944713,3.322116593142399,3.2294164311387012
49242.0,1145.0,27342.0,20029.0,2.0,98187.0,4,s6/mu10minus5,0.5015124201778239,0.011661421573120678,0.2784686363775245,0.2039883080244839,3.344982665943141,3.528176718429126,3.3913961012012463,3.3584559441594095,3.7321003713819625,3.595648441114368
58609.0,3143.0,20406.0,27508.0,2.0,115498.0,4,s6/mu10minus5,0.507446016381236,0.027212592425842872,0.1766783840412821,0.23816862629655924,3.418293646528491,3.491415856843888,3.426245352360342,3.3888917040913795,3.6059561286413766,3.472681684025434
79794.0,9462.0,10960.0,8928.0,3.0,109284.0,4,s6/mu10minus5,0.730152629845174,0.08658175030196552,0.10028915486255993,0.08169539914351598,3.787894362130123,3.6910664141934144,3.264129058805312,3.3082573630109393,3.490382585115219,3.457607077832128
67570.0,2524.0,24597.0,15328.0,0.0,110039.0,4,s6/mu10minus5,0.6140550168576595,0.022937322222121248,0.22352983942056906,0.13929606775779496,3.5495749149663576,3.7100002925170674,3.324567479612087,3.3803634183557305,3.695268427032697,3.671561243128764
3614.0,366.0,65934.0,36461.0,3.0,106586.0,4,s6/mu10minus5,0.0339068920871409,0.0034338468466778003,0.6185990655433171,0.3420805734336592,2.7117972248519773,2.8633296427517796,3.399635317792401,3.2727002169614687,3.158806308266687,3.078246083191702
5859.0,21.0,81901.0,10180.0,0.0,98127.0,4,s6/mu10minus5,0.059708337154911494,0.00021400837689932435,0.8346428607824554,0.10374310842072008,2.810050708716439,2.9325433659453455,3.32320795568494,3.349221559306117,3.230488449741222,3.131317041975555
27335.0,2308.0,6611.0,70715.0,2.0,107227.0,4,s6/mu10minus5,0.2549264644166115,0.021524429481380624,0.06165424753093904,0.6594887481697707,3.060757246366814,2.950403292661342,3.372802477286445,3.379816381430511,3.0142879580476913,2.9169382286252517
3018.0,134.0,47346.0,53425.0,2.0,103925.0,4,s6/mu10minus5,0.02904017320182824,0.0012893913880202069,0.45557854221794564,0.5140726485446235,2.689502144458444,2.8662917922119355,3.3727945668613413,3.237105645444935,3.1769256161737784,3.107687001534006
73803.0,6645.0,8429.0,8244.0,1.0,97124.0,4,s6/mu10minus5,0.7598842716527325,0.06841769284625838,0.08678596433425312,0.08488118281784111,3.7860360623161164,3.722360938580336,3.282852609928595,3.3245721750335955,3.469749608911457,3.4358275746958844
46648.0,2242.0,31205.0,10673.0,4.0,90975.0,4,s6/mu10minus5,0.5127562517175048,0.02464413300357241,0.3430063204176972,0.11731794449024457,3.3937845789798295,3.5384926441594216,3.263514813436916,3.337335574497931,3.869934175633685,3.7260131778223986
6540.0,659.0,93401.0,9966.0,2.0,110573.0,4,s6/mu10minus5,0.05914644623913613,0.005959863619509283,0.8446998815262315,0.0901305020212891,2.8233438076101858,2.944894974805332,3.300965441577919,3.3255315485699937,3.2313749241424676,3.1311374700558856
938.0,0.0,61942.0,27862.0,0.0,91158.0,4,s6/mu10minus5,0.010289826455165756,0.0,0.6795015248250291,0.30564514359683187,2.691500988582025,2.8351147335957463,3.4239807328997256,3.252955199895737,3.1298480704572644,3.047296518864721
24377.0,2103.0,37815.0,28973.0,1.0,93269.0,4,s6/mu10minus5,0.2613622961541348,0.022547684654065123,0.40544017840868884,0.31063911910709885,3.0099832482181523,3.157799066172287,3.348604408799611,3.3471208551542633,3.5066609903577812,3.417998178670648
21256.0,3177.0,72174.0,6352.0,2.0,103323.0,4,s6/mu10minus5,0.20572379818627023,0.030748236113933975,0.6985279173078598,0.061477115453480835,3.023456357887146,3.1119941798242623,3.1949899144144185,3.3069107148017913,3.4019335245698734,3.326171541868008
12269.0,0.0,97275.0,5947.0,3.0,115496.0,4,s6/mu10minus5,0.10622878714414352,0.0,0.8422369605873796,0.05149096072591258,2.880000834133807,3.0000643526576534,3.2304188910986764,3.3419949161568607,3.256733738461848,3.2027299832849625
8496.0,580.0,48044.0,39359.0,3.0,96697.0,4,s6/mu10minus5,0.08786208465619409,0.005998117831990652,0.4968509881382049,0.4070343443953794,2.7669284684958004,2.9353789869144737,3.36692969500689,3.3398861809259444,3.243943259896718,3.1665455587913574
3266.0,0.0,21495.0,77794.0,2.0,102626.0,4,s6/mu10minus5,0.03182429403854774,0.0,0.20944984701732505,0.7580340264650284,2.736062957875899,2.9241380484678783,3.40417013892229,3.269522034578587,2.947890847258634,2.8616491212387913
5433.0,113.0,97599.0,7358.0,2.0,110513.0,4,s6/mu10minus5,0.049161637092468756,0.0010225041397844596,0.8831449693701193,0.0665804023056111,2.819253739580362,2.9365197643099994,3.276945277900102,3.2826142620708656,3.209167256276962,3.12787242155094
17632.0,201.0,30236.0,47136.0,4.0,95209.0,4,s6/mu10minus5,0.18519257633206945,0.0021111449547836863,0.31757501916835595,0.49507924670986986,2.880595112951571,3.0771733488319155,3.345888999965869,3.355320088602978,3.293696206763959,3.18876166248161
44955.0,10219.0,15038.0,10914.0,2.0,81129.0,4,s6/mu10minus5,0.5541175165477203,0.12595989103773003,0.18535911942708527,0.13452649484154863,3.4911788227900042,3.5304994422861307,3.291117884012964,3.3543472405044996,3.629480302259452,3.5177652657024816
9276.0,0.0,80545.0,2218.0,2.0,92054.0,4,s6/mu10minus5,0.10076694114324201,0.0,0.874975557824755,0.024094553197036524,2.889775453627072,3.006223798146722,3.196977709737903,3.2978889608433226,3.2064713305786183,3.205089671517251
3329.0,0.0,81425.0,1234.0,2.0,86214.0,4,s6/mu10minus5,0.03861321827081449,0.0,0.9444521771406036,0.014313220590623333,2.8389424591669874,2.9497335661419504,3.216758233796532,3.2017183145928314,3.1172348301987354,3.1363657180877373
21039.0,590.0,18511.0,66938.0,3.0,107081.0,4,s6/mu10minus5,0.1964774329713021,0.005509847685397036,0.17286913644810936,0.6251155667205199,2.928880141345205,3.0468259012550787,3.364588213613868,3.3696419027781612,3.0920283951002534,2.9944843312898817
3384.0,100.0,81198.0,15543.0,2.0,100241.0,4,s6/mu10minus5,0.0337586416735667,0.0009975957941361318,0.8100278329226563,0.155056314282579,2.7628671623886056,2.8891619389119927,3.407035563590818,3.3485587631429676,3.181029196573523,3.0866566770305757
70889.0,0.0,11161.0,28.0,3.0,83918.0,4,s6/mu10minus5,0.8447412950737625,0.0,0.1329988798589099,0.0003336590481184013,3.6963625366436776,3.8273296188003734,3.1936676698408775,3.229659347919374,3.439993589617174,3.5482456643703335
94119.0,0.0,3221.0,4602.0,3.0,101945.0,4,s6/mu10minus5,0.9232331158958261,0.0,0.03159546814458777,0.04514198832703909,3.6953719880194456,3.6259516322311915,3.2256047768738227,3.3267513082493183,3.351887907319429,3.3715041100750964
8779.0,98.0,110589.0,438.0,4.0,120248.0,4,s6/mu10minus5,0.07300745126738074,0.0008149823697691438,0.9196743396979575,0.003642472224070255,2.868295618735546,2.990265307378166,3.184964334329921,3.2337288076574042,3.142010070710152,3.1806415294167407
22858.0,1956.0,27169.0,56311.0,2.0,108301.0,4,s6/mu10minus5,0.21105991634426274,0.018060775062095455,0.25086564297651914,0.5199490309415425,2.94638687616842,3.134001060333888,3.344529577467018,3.3488138308631976,3.2197950487801883,3.1158804375730096
2110.0,217.0,93482.0,3615.0,2.0,99433.0,4,s6/mu10minus5,0.02122031920992025,0.0021823740609254474,0.9401506542093672,0.03635613930988706,2.8122705196669573,2.924183473076149,3.251935892276312,3.2049453823059917,3.1279929157446906,3.105359317780025
55965.0,3974.0,36723.0,4956.0,3.0,101625.0,4,s6/mu10minus5,0.5507011070110701,0.03910455104551046,0.36135793357933577,0.048767527675276756,3.4901972070216836,3.6013163222608173,3.1518324339771904,3.220440162963834,3.898733235871159,3.8280442591496886
81741.0,2308.0,9392.0,7658.0,2.0,101107.0,4,s6/mu10minus5,0.8084603439920085,0.0228273017694126,0.09289168900273967,0.0757415411395848,3.7296029978783354,3.7446124138428227,3.290076721614285,3.3290646189512927,3.486605737879682,3.4518912055290083
2864.0,0.0,91414.0,681.0,3.0,94979.0,4,s6/mu10minus5,0.030154034049632024,0.0,0.9624653870855663,0.007170006001326609,2.832316044453394,2.944020626700586,3.211531532961538,3.1806611971254135,3.0952403006288827,3.1282707396666165
5847.0,5.0,61860.0,17262.0,2.0,85468.0,4,s6/mu10minus5,0.06841156924228951,5.850142743482941e-05,0.7237796602237094,0.20197032807600507,2.780266089980435,2.9162069391474565,3.4419140230205243,3.377139198402268,3.2197331582596003,3.128141047704352
7484.0,0.0,86428.0,2321.0,2.0,96235.0,4,s6/mu10minus5,0.07776796383852029,0.0,0.8980932093313244,0.024118044370551255,2.8679522957708308,2.9825593152273084,3.2078323411916507,3.265937605600854,3.17782167654896,3.177053798024524
28742.0,4132.0,17735.0,65748.0,2.0,116387.0,4,s6/mu10minus5,0.24695197917293168,0.035502246814506776,0.1523795612912095,0.5649084519748769,3.0395839604720076,3.063763013211504,3.353602189973954,3.3504280894956033,3.1188764381097562,3.0167323969431985
4441.0,18.0,90703.0,5130.0,1.0,100505.0,4,s6/mu10minus5,0.044186856375304714,0.00017909556738470722,0.9024725138052834,0.05104223670464156,2.8227693071669853,2.9379797236513934,3.260443968759515,3.2565109323743204,3.180081213591322,3.1286979596599966
70094.0,11374.0,5084.0,9281.0,2.0,95836.0,4,s6/mu10minus5,0.7313953003046871,0.11868191493801912,0.05304895863767269,0.0968425226428482,3.7859156846574185,3.6085769186964964,3.264471004166293,3.336824841558896,3.410702942046922,3.379500192785261
56205.0,0.0,36169.0,1730.0,2.0,94641.0,4,s6/mu10minus5,0.5938758043554062,0.0,0.38217051806299596,0.018279603977134646,3.5050993180373275,3.6727269815390793,3.124401037382477,3.1896353094971537,3.8866941818881333,3.9581094964685066
15461.0,162.0,81663.0,36.0,2.0,97395.0,4,s6/mu10minus5,0.15874531546793982,0.001663329739719698,0.8384722008316648,0.0003696288310488218,2.946572682146093,3.081447444732225,3.1411346115909238,3.2594498401496694,3.243870630841668,3.28621848898709
67472.0,0.0,24906.0,369.0,3.0,92756.0,4,s6/mu10minus5,0.727413860019837,0.0,0.26851093190736985,0.003978179309155203,3.6986271968389217,3.910189649630197,3.1313750561797873,3.1818225684106185,3.647860245473756,3.753187830781159
23426.0,3864.0,61528.0,1594.0,2.0,90414.0,4,s6/mu10minus5,0.25909704249341914,0.04273674430950959,0.680514079677926,0.01763001305107616,3.119670929513794,3.1851520906279185,3.1131070719301914,3.217188427654086,3.400721114124018,3.407211307970932
86389.0,14987.0,343.0,1248.0,0.0,104240.0,4,s6/mu10minus5,0.8287509593246355,0.1437739831158864,0.00329048349961627,0.011972371450498849,3.800711561121114,3.599297170681027,3.075945327510903,3.2349687282925785,3.234200128484427,3.3222384709232817
26887.0,2573.0,6151.0,62808.0,0.0,98536.0,4,s6/mu10minus5,0.2728647397905334,0.026112283835349515,0.062423885686449625,0.6374117073962816,3.087531357437445,2.9689442624402553,3.3692792983081925,3.372407144672799,3.036463359317707,2.937368553492035
47205.0,5001.0,37236.0,14707.0,2.0,104374.0,4,s6/mu10minus5,0.4522678061586219,0.04791423151359534,0.35675551382528214,0.14090673922624408,3.3382394644576583,3.4374394076675685,3.2902172089328285,3.361371432415207,3.781176981080227,3.6421251837231576
1066.0,295.0,86084.0,1858.0,2.0,89305.0,4,s6/mu10minus5,0.011936621689715021,0.0033032864901181343,0.9639325905604389,0.02080510609708303,2.8147921099260875,2.9245089641589357,3.2368980437050876,3.17226140749666,3.0930645312943947,3.100480981126526
6823.0,381.0,101444.0,2661.0,0.0,111320.0,4,s6/mu10minus5,0.06129177146963708,0.0034225655767157743,0.9112827883578871,0.02390406036651096,2.8574571942484153,2.971265456455323,3.2138891257432745,3.241226748943427,3.156052260690672,3.1561899437621452
7775.0,844.0,93608.0,2208.0,2.0,104437.0,4,s6/mu10minus5,0.074446795675862,0.00808142708044084,0.8963106944856708,0.021141932456887884,2.877561376165862,2.990873677709365,3.2011239377826217,3.2527604853628462,3.165929934859118,3.1710318046625927
73889.0,1523.0,37829.0,1154.0,2.0,114419.0,4,s6/mu10minus5,0.645775614189951,0.01331072636537638,0.3306181665632456,0.01008573750863056,3.609143288859699,3.7718905377873533,3.1150388677301732,3.173973948874298,3.7678030571195924,3.8649690794566753
15640.0,1074.0,99780.0,6131.0,2.0,122920.0,4,s6/mu10minus5,0.1272372274650179,0.008737390172469899,0.811747478034494,0.04987796941099902,2.9147307578226016,3.034807291557218,3.215902306721646,3.339021939492406,3.279833611300352,3.2284156414417158
5670.0,970.0,32493.0,60901.0,2.0,100264.0,4,s6/mu10minus5,0.05655070613580149,0.009674459427112423,0.3240744434692412,0.6074064469799729,2.746885437551688,2.941438560791462,3.369022230172267,3.282432600992048,3.137550073634929,3.0427609446009543
81246.0,2414.0,25610.0,1599.0,0.0,110869.0,4,s6/mu10minus5,0.7328107947216986,0.021773444335206414,0.23099333447582282,0.014422426467272187,3.741892938460751,3.934289749572332,3.147242095636774,3.195795781936712,3.598840712699332,3.6842769892619693
67456.0,2661.0,33180.0,1988.0,3.0,105348.0,4,s6/mu10minus5,0.6403159053802635,0.02525914113224741,0.31495614534685046,0.018870790143144626,3.618238862894487,3.760828733862975,3.125697690410549,3.1845876102710142,3.7545304796358048,3.835321323120014
19036.0,1657.0,79840.0,5964.0,2.0,107053.0,4,s6/mu10minus5,0.17781846375159968,0.015478314479743679,0.7457988099352657,0.05571072272612631,2.9746554198835566,3.0879383517504455,3.2033089354382227,3.3193441199734086,3.3577308832538324,3.293723414019293
6287.0,0.0,90877.0,863.0,2.0,100387.0,4,s6/mu10minus5,0.06262763106776774,0.0,0.9052666181876139,0.008596730652375307,2.87251277841647,2.9866262568463178,3.2057916851151464,3.234762905297609,3.1494558112610487,3.179066320214336
14287.0,231.0,56508.0,33963.0,4.0,105072.0,4,s6/mu10minus5,0.13597342774478452,0.0021984924623115578,0.5378026496116949,0.3232354956601188,2.8238357627400883,2.9841589098694272,3.3719630632777013,3.3892946744534216,3.3061052262765855,3.2216247715917725
38369.0,1868.0,49176.0,22981.0,2.0,112549.0,4,s6/mu10minus5,0.3409092928413402,0.016597215435054952,0.43692969284489425,0.2041866209384357,3.1190708787679053,3.2700634711841468,3.373069759069777,3.360685784661787,3.633809142024049,3.534346869934714
12365.0,0.0,47813.0,43467.0,2.0,103669.0,4,s6/mu10minus5,0.11927384271093577,0.0,0.46120826862417885,0.419286382621613,2.792129695728513,2.965194536382856,3.3584180012285327,3.378477729932495,3.2939378115149145,3.2164774042416537
740.0,82.0,39984.0,64742.0,1.0,105569.0,4,s6/mu10minus5,0.0070096335098371685,0.0007767431727116862,0.37874754899639096,0.6132671522890243,2.6717495598018024,2.862408432180796,3.3808170469016976,3.20350554958359,3.166006531484375,3.072446024205355
87426.0,4687.0,1178.0,17755.0,2.0,112366.0,4,s6/mu10minus5,0.7780467401171173,0.04171190573661072,0.01048359824146094,0.15801043020130645,3.780738986406445,3.6133913606399153,3.3299750744182353,3.441879889837991,3.356099676076017,3.327274624253115
31147.0,1807.0,80975.0,263.0,3.0,114195.0,4,s6/mu10minus5,0.27275274749332284,0.015823810149306013,0.7090940934366654,0.002303078068216647,3.0908419548583836,3.2170338368526816,3.1007089458398704,3.203824703805221,3.401963278449408,3.437017467545632
43022.0,0.0,35627.0,26074.0,0.0,104770.0,4,s6/mu10minus5,0.41063281473704305,0.0,0.34004963252839554,0.2488689510356018,3.182544505545704,3.366401430213818,3.368888140448503,3.3483742439778994,3.6784415492267875,3.5489760316114825
8028.0,0.0,97622.0,1292.0,2.0,107332.0,4,s6/mu10minus5,0.07479596019826333,0.0,0.9095330376774867,0.01203741661387098,2.8737181789215893,2.9871194632055533,3.1954602583113876,3.2477081570063127,3.1577525544831446,3.1802454721991937
13450.0,0.0,87386.0,5019.0,3.0,105867.0,4,s6/mu10minus5,0.1270461994767019,0.0,0.8254319098491504,0.047408540905097905,2.9026365740466455,3.023982489988704,3.216164969662274,3.339612085993908,3.2771391524628406,3.2303440300886517
3999.0,0.0,91430.0,15352.0,3.0,110793.0,4,s6/mu10minus5,0.03609433808995153,0.0,0.82523264105133,0.1385647107669257,2.770748852219318,2.8951135465912,3.382807180219564,3.3613225326958647,3.188955355649678,3.093207086301571
17864.0,5.0,61261.0,23741.0,2.0,102891.0,4,s6/mu10minus5,0.17362062765450817,4.859511521901818e-05,0.5953970706864546,0.23073932608294215,2.8812968500278537,3.0315875279062503,3.3917477365089996,3.4030152019696827,3.3616389359908707,3.269274420473063
71551.0,9702.0,18955.0,3030.0,3.0,103255.0,4,s6/mu10minus5,0.6929543363517505,0.09396155149871677,0.18357464529562734,0.029344825916420514,3.747168480885903,3.775106328555398,3.1525137706454873,3.2013966430851104,3.53858239127594,3.598027075679169
86271.0,6541.0,7756.0,5922.0,2.0,106965.0,4,s6/mu10minus5,0.8065348478474267,0.06115084373393166,0.07250969943439443,0.05536390408077409,3.7904729867726163,3.71088499654895,3.256298241227735,3.2930563607509056,3.416108779120529,3.4209503117108655
7177.0,0.0,65208.0,17838.0,2.0,90275.0,4,s6/mu10minus5,0.07950152312378843,0.0,0.7223262254223207,0.19759623373026863,2.790356401200453,2.9261665750249475,3.43676319420922,3.392666889097492,3.2316656581058627,3.1393872386836565
14967.0,901.0,72351.0,3332.0,2.0,91789.0,4,s6/mu10minus5,0.1630587543169661,0.009815991022889454,0.7882317053241674,0.03630064604691194,2.9596606981111515,3.079246459987867,3.1834512437092934,3.3014395111882213,3.305336465735295,3.2788469062101067
6962.0,134.0,61728.0,29909.0,4.0,98737.0,4,s6/mu10minus5,0.07051054822407,0.0013571406868752342,0.625175972533093,0.30291582689366703,2.7537254950365657,2.9031306212403947,3.3975157674994803,3.33818053533546,3.2088388924957685,3.1245863208060207
3983.0,111.0,47963.0,45797.0,2.0,97864.0,4,s6/mu10minus5,0.04069933785661735,0.0011342270906564212,0.4900985040464318,0.4679657483855146,2.7021914155324227,2.872976908455039,3.372804289583977,3.258864698872654,3.182996847259786,3.1105912255914387
11242.0,469.0,86729.0,2512.0,1.0,100961.0,4,s6/mu10minus5,0.11134992719961173,0.004645358108576579,0.8590346767563712,0.024880894602866452,2.9058603093552655,3.0239534898072264,3.190663415941701,3.311159186967056,3.2192912665654805,3.216138784672819
43936.0,0.0,48501.0,5109.0,4.0,97667.0,4,s6/mu10minus5,0.44985511994839605,0.0,0.4965955747591305,0.05231040167098406,3.279632900471811,3.4343953674954246,3.1600706161977126,3.2424481732270976,3.78495542614837,3.717540644266414
38586.0,0.0,49571.0,3323.0,6.0,91488.0,4,s6/mu10minus5,0.4217602308499475,0.0,0.541830622595313,0.03632170339279468,3.246938967419272,3.3957275868621997,3.1356097796233264,3.2213062041516416,3.7045828785312684,3.6688400142789983
23298.0,0.0,18145.0,57195.0,2.0,98640.0,4,s6/mu10minus5,0.23619221411192215,0.0,0.18395174371451745,0.5798357664233577,2.963434625968123,3.099611320908016,3.3581657388030166,3.3584365665322826,3.162093154636443,3.0607115247213788
72803.0,2609.0,438.0,24956.0,2.0,100811.0,4,s6/mu10minus5,0.7221731755463193,0.025880112289333505,0.004344763964249933,0.24755235043794824,3.7516234951004774,3.519745583851247,3.3429440946426103,3.409032921122659,3.3334381001750875,3.31339511679744
77733.0,6114.0,18803.0,9300.0,0.0,111952.0,4,s6/mu10minus5,0.6943422180934686,0.054612691153351434,0.16795590967557525,0.08307131627840503,3.7489114318189385,3.7475552880770815,3.2493500252277965,3.29984903018162,3.6015878203213734,3.570019777697716
1056.0,104.0,52311.0,41705.0,2.0,95493.0,4,s6/mu10minus5,0.011058402186547705,0.001089085063826668,0.5477993151330464,0.4367335825662614,2.6729937217123667,2.835570871268204,3.3890037418694683,3.220184395661452,3.1362904721159337,3.0625735658836644
5726.0,0.0,83470.0,17259.0,2.0,106558.0,4,s6/mu10minus5,0.05373599354342236,0.0,0.7833292666904409,0.16196813003247057,2.778194927887878,2.9070754136367283,3.4084908195000994,3.373461280806163,3.205519815967049,3.111166069067682
23357.0,0.0,60860.0,14405.0,2.0,98871.0,4,s6/mu10minus5,0.23623711705151157,0.0,0.615549554469966,0.14569489536871277,2.9788412780973497,3.1239469032422806,3.3240855054087,3.4156727796973536,3.4665035522654484,3.3655757102516763
